geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,arrivals,arrivals_per_person,arrivals_per_km2,establishments,bed_places,bed_places_per_1k_persons,bed_places_per_km2,establishments_per_1k_persons,establishments_per_km2,gfcf_sector_ghi,nights_spent,nights_spent_per_person,nights_spent_per_km2,short_stay,short_stay_per_person,short_stay_per_km2
CZ07,2023,Střední Morava,2,CZ,Czechia,0,1606487.0,1.325,173.956,1066.0,64947.0,53.572,7.033,0.879,0.115,1351.77,4616359.0,3.808,499.876,334206.0,0.276,36.189
CZ07,2024,Střední Morava,2,CZ,Czechia,0,1573268.0,1.296,170.359,1050.0,63706.0,52.493,6.898,0.865,0.114,,4430066.0,3.65,479.704,389459.0,0.321,42.172
CZ08,2008,Moravskoslezsko,2,CZ,Czechia,0,640128.0,0.515,,468.0,34484.0,27.742,,0.376,,571.67,1928769.0,1.552,,,,
CZ08,2009,Moravskoslezsko,2,CZ,Czechia,0,585694.0,0.471,,447.0,31611.0,25.439,,0.36,,436.66,1851257.0,1.49,,,,
CZ08,2010,Moravskoslezsko,2,CZ,Czechia,0,527380.0,0.426,,405.0,27885.0,22.503,,0.327,,565.34,1733932.0,1.399,,,,
CZ08,2011,Moravskoslezsko,2,CZ,Czechia,0,572306.0,0.464,,464.0,33036.0,26.756,,0.376,,584.3,1808634.0,1.465,,,,
CZ08,2012,Moravskoslezsko,2,CZ,Czechia,0,698746.0,0.568,,628.0,38466.0,31.258,,0.51,,749.29,2015211.0,1.638,,,,
CZ08,2013,Moravskoslezsko,2,CZ,Czechia,0,698211.0,0.569,128.584,618.0,38267.0,31.198,7.047,0.504,0.114,387.41,1947561.0,1.588,358.667,,,
CZ08,2014,Moravskoslezsko,2,CZ,Czechia,0,703009.0,0.575,129.468,569.0,37044.0,30.318,6.822,0.466,0.105,362.0,1945256.0,1.592,358.242,,,
CZ08,2015,Moravskoslezsko,2,CZ,Czechia,0,775047.0,0.636,142.734,576.0,37083.0,30.454,6.829,0.473,0.106,675.35,2229768.0,1.831,410.639,,,
CZ08,2016,Moravskoslezsko,2,CZ,Czechia,0,816653.0,0.673,150.397,572.0,38079.0,31.384,7.013,0.471,0.105,491.38,2350517.0,1.937,432.876,,,
CZ08,2017,Moravskoslezsko,2,CZ,Czechia,0,896742.0,0.741,165.146,578.0,37533.0,31.022,6.912,0.478,0.106,578.06,2551815.0,2.109,469.948,,,
CZ08,2018,Moravskoslezsko,2,CZ,Czechia,0,985795.0,0.817,181.546,615.0,40117.0,33.268,7.388,0.51,0.113,506.92,2752191.0,2.282,506.849,97080.0,0.081,17.878
CZ08,2019,Moravskoslezsko,2,CZ,Czechia,0,1015746.0,0.844,187.062,613.0,40210.0,33.416,7.405,0.509,0.113,654.58,2846835.0,2.366,524.279,124822.0,0.104,22.987
CZ08,2020,Moravskoslezsko,2,CZ,Czechia,0,612681.0,0.51,112.833,,,,,,,650.24,1853005.0,1.543,341.253,86993.0,0.072,16.021
CZ08,2021,Moravskoslezsko,2,CZ,Czechia,0,645902.0,0.546,118.951,737.0,43047.0,36.374,7.928,0.623,0.136,744.31,1922160.0,1.624,353.989,88473.0,0.075,16.293
CZ08,2022,Moravskoslezsko,2,CZ,Czechia,0,993183.0,0.843,182.907,698.0,40625.0,34.487,7.482,0.593,0.129,1093.54,2724248.0,2.313,501.703,158377.0,0.134,29.167
CZ08,2023,Moravskoslezsko,2,CZ,Czechia,0,1038419.0,0.873,191.237,665.0,40202.0,33.792,7.404,0.559,0.122,1232.75,2738224.0,2.302,504.277,203968.0,0.171,37.563
CZ08,2024,Moravskoslezsko,2,CZ,Czechia,0,1024886.0,0.862,188.745,644.0,38792.0,32.62,7.144,0.542,0.119,,2749374.0,2.312,506.33,251592.0,0.212,46.334
DE11,2008,Stuttgart,2,DE,Germany,0,4713890.0,1.176,,1529.0,86424.0,21.568,,0.382,,2498.94,9516160.0,2.375,,,,
DE11,2009,Stuttgart,2,DE,Germany,0,4216749.0,1.053,,1493.0,81761.0,20.408,,0.373,,2289.55,8332881.0,2.08,,,,
DE11,2010,Stuttgart,2,DE,Germany,0,4456122.0,1.114,,1495.0,82647.0,20.657,,0.374,,2016.03,8825481.0,2.206,,,,
DE11,2011,Stuttgart,2,DE,Germany,0,4842325.0,1.238,,1509.0,83294.0,21.299,,0.386,,2304.06,9653382.0,2.468,,,,
DE11,2012,Stuttgart,2,DE,Germany,0,5099863.0,1.299,,1566.0,85622.0,21.815,,0.399,,2418.02,10312973.0,2.628,,,,
DE11,2013,Stuttgart,2,DE,Germany,0,5096989.0,1.291,482.807,1571.0,85947.0,21.772,8.141,0.398,0.149,2578.92,10444980.0,2.646,989.389,,,
DE11,2014,Stuttgart,2,DE,Germany,0,5381319.0,1.355,509.739,1561.0,87209.0,21.951,8.261,0.393,0.148,2540.14,11061314.0,2.784,1047.771,,,
DE11,2015,Stuttgart,2,DE,Germany,0,5593632.0,1.396,529.851,1554.0,88347.0,22.041,8.369,0.388,0.147,3025.81,11395496.0,2.843,1079.426,,,
DE11,2016,Stuttgart,2,DE,Germany,0,5787936.0,1.422,548.256,1556.0,89783.0,22.062,8.505,0.382,0.147,3598.37,11703258.0,2.876,1108.578,,,
DE11,2017,Stuttgart,2,DE,Germany,0,5993014.0,1.462,567.682,1576.0,92715.0,22.623,8.782,0.385,0.149,3655.76,12059396.0,2.943,1142.313,,,
DE11,2018,Stuttgart,2,DE,Germany,0,6182908.0,1.498,585.725,1545.0,95046.0,23.032,9.004,0.374,0.146,4038.53,12557709.0,3.043,1189.628,549444.0,0.133,52.05
DE11,2019,Stuttgart,2,DE,Germany,0,6387986.0,1.542,605.152,1543.0,97657.0,23.569,9.251,0.372,0.146,4680.33,12904930.0,3.115,1222.521,752581.0,0.182,71.294
DE11,2020,Stuttgart,2,DE,Germany,0,2754856.0,0.663,260.975,1532.0,,,,0.369,0.145,4135.61,6203633.0,1.493,587.688,508034.0,0.122,48.128
DE11,2021,Stuttgart,2,DE,Germany,0,2694358.0,0.649,255.244,1531.0,94808.0,22.839,8.981,0.369,0.145,4282.91,6375987.0,1.536,604.015,504437.0,0.122,47.787
DE11,2022,Stuttgart,2,DE,Germany,0,5019063.0,1.209,475.47,1543.0,101903.0,24.549,9.654,0.372,0.146,4912.34,10805598.0,2.603,1023.645,782595.0,0.189,74.137
DE11,2023,Stuttgart,2,DE,Germany,0,5967442.0,1.44,565.313,1526.0,103308.0,24.937,9.787,0.368,0.145,,12467467.0,3.009,1181.079,992711.0,0.24,94.042
DE11,2024,Stuttgart,2,DE,Germany,0,6343691.0,1.523,600.956,1508.0,104227.0,25.026,9.874,0.362,0.143,,13265480.0,3.185,1256.677,1280664.0,0.308,121.321
DE12,2008,Karlsruhe,2,DE,Germany,0,4048969.0,1.478,,1564.0,85837.0,31.336,,0.571,,1704.44,8728950.0,3.187,,,,
DE12,2009,Karlsruhe,2,DE,Germany,0,3749913.0,1.368,,1533.0,83606.0,30.511,,0.559,,1560.04,8089713.0,2.952,,,,
DE12,2010,Karlsruhe,2,DE,Germany,0,3968403.0,1.448,,1491.0,82844.0,30.229,,0.544,,1389.43,8506481.0,3.104,,,,
DE12,2011,Karlsruhe,2,DE,Germany,0,4216897.0,1.583,,1462.0,82570.0,31.0,,0.549,,1560.92,8943279.0,3.358,,,,
DE12,2012,Karlsruhe,2,DE,Germany,0,4343966.0,1.626,,1479.0,81209.0,30.398,,0.554,,1624.74,9262754.0,3.467,,,,
DE12,2013,Karlsruhe,2,DE,Germany,0,4366479.0,1.625,631.176,1449.0,80899.0,30.112,11.694,0.539,0.209,1747.59,9294919.0,3.46,1343.585,,,
DE12,2014,Karlsruhe,2,DE,Germany,0,4566924.0,1.69,660.151,1410.0,80668.0,29.846,11.661,0.522,0.204,1727.3,9548534.0,3.533,1380.245,,,
DE12,2015,Karlsruhe,2,DE,Germany,0,4789503.0,1.76,692.325,1399.0,80185.0,29.466,11.591,0.514,0.202,2050.11,9988811.0,3.671,1443.887,,,
DE12,2016,Karlsruhe,2,DE,Germany,0,4881280.0,1.767,705.591,1379.0,80524.0,29.154,11.64,0.499,0.199,2467.77,10173654.0,3.683,1470.606,,,
