geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,arrivals,arrivals_per_person,arrivals_per_km2,establishments,bed_places,bed_places_per_1k_persons,bed_places_per_km2,establishments_per_1k_persons,establishments_per_km2,gfcf_sector_ghi,nights_spent,nights_spent_per_person,nights_spent_per_km2,short_stay,short_stay_per_person,short_stay_per_km2
SE23,2020,Västsverige,2,SE,Sweden,0,4013861.0,1.949,116.462,,,,,,,4399.23,8234006.0,3.998,238.909,518688.0,0.252,15.05
SE23,2021,Västsverige,2,SE,Sweden,0,5307667.0,2.563,154.002,708.0,180597.0,87.195,5.24,0.342,0.021,4980.83,10655999.0,5.145,309.183,740024.0,0.357,21.472
SE23,2022,Västsverige,2,SE,Sweden,0,7158836.0,3.433,207.713,699.0,183730.0,88.116,5.331,0.335,0.02,5622.13,13415183.0,6.434,389.241,1067135.0,0.512,30.963
SE23,2023,Västsverige,2,SE,Sweden,0,7295787.0,3.472,211.687,699.0,187071.0,89.019,5.428,0.333,0.02,,13734809.0,6.536,398.515,1404366.0,0.668,40.748
SE23,2024,Västsverige,2,SE,Sweden,0,7390328.0,3.501,214.43,705.0,187808.0,88.976,5.449,0.334,0.02,,13771355.0,6.524,399.575,1641005.0,0.777,47.614
SE31,2008,Norra Mellansverige,2,SE,Sweden,0,2400092.0,2.909,,614.0,118143.0,143.204,,0.744,,1049.8,6286669.0,7.62,,,,
SE31,2009,Norra Mellansverige,2,SE,Sweden,0,2537593.0,3.075,,609.0,118427.0,143.522,,0.738,,875.03,6302375.0,7.638,,,,
SE31,2010,Norra Mellansverige,2,SE,Sweden,0,2585709.0,3.131,,611.0,120956.0,146.448,,0.74,,968.41,6437564.0,7.794,,,,
SE31,2011,Norra Mellansverige,2,SE,Sweden,0,2502313.0,3.026,,620.0,122124.0,147.703,,0.75,,882.63,6093379.0,7.37,,,,
SE31,2012,Norra Mellansverige,2,SE,Sweden,0,2485424.0,3.011,,612.0,120957.0,146.538,,0.741,,986.78,5962301.0,7.223,,,,
SE31,2013,Norra Mellansverige,2,SE,Sweden,0,2518585.0,3.048,35.156,612.0,118558.0,143.485,1.655,0.741,0.009,960.18,5905040.0,7.147,82.427,,,
SE31,2014,Norra Mellansverige,2,SE,Sweden,0,2590842.0,3.125,36.165,637.0,118636.0,143.084,1.656,0.768,0.009,917.4,6126440.0,7.389,85.517,,,
SE31,2015,Norra Mellansverige,2,SE,Sweden,0,2726944.0,3.271,38.065,614.0,115806.0,138.925,1.616,0.737,0.009,976.21,6180581.0,7.414,86.273,,,
SE31,2016,Norra Mellansverige,2,SE,Sweden,0,2834038.0,3.379,39.559,603.0,115210.0,137.36,1.608,0.719,0.008,1078.37,6370328.0,7.595,88.921,,,
SE31,2017,Norra Mellansverige,2,SE,Sweden,0,2872033.0,3.385,40.09,610.0,115416.0,136.031,1.611,0.719,0.009,1134.5,6433878.0,7.583,89.808,,,
SE31,2018,Norra Mellansverige,2,SE,Sweden,0,2959732.0,3.473,41.314,614.0,118641.0,139.217,1.656,0.72,0.009,1102.91,6966470.0,8.175,97.243,191191.0,0.224,2.669
SE31,2019,Norra Mellansverige,2,SE,Sweden,0,2993917.0,3.501,41.791,622.0,114072.0,133.383,1.592,0.727,0.009,1064.96,7056383.0,8.251,98.498,258167.0,0.302,3.604
SE31,2020,Norra Mellansverige,2,SE,Sweden,0,1998261.0,2.33,27.893,,,,,,,1047.71,4907745.0,5.722,68.506,274587.0,0.32,3.833
SE31,2021,Norra Mellansverige,2,SE,Sweden,0,2387087.0,2.782,33.321,618.0,116873.0,136.206,1.631,0.72,0.009,1145.42,5644980.0,6.579,78.796,383270.0,0.447,5.35
SE31,2022,Norra Mellansverige,2,SE,Sweden,0,2928767.0,3.408,40.882,605.0,113384.0,131.942,1.583,0.704,0.008,1068.53,6576727.0,7.653,91.802,489992.0,0.57,6.84
SE31,2023,Norra Mellansverige,2,SE,Sweden,0,2876869.0,3.347,40.157,609.0,112594.0,130.981,1.572,0.708,0.009,,6296563.0,7.325,87.892,632820.0,0.736,8.833
SE31,2024,Norra Mellansverige,2,SE,Sweden,0,2962091.0,3.459,41.347,615.0,112980.0,131.918,1.577,0.718,0.009,,6337918.0,7.4,88.469,869794.0,1.016,12.141
SE32,2008,Mellersta Norrland,2,SE,Sweden,0,1242808.0,3.355,,414.0,54508.0,147.165,,1.118,,668.84,2693128.0,7.271,,,,
SE32,2009,Mellersta Norrland,2,SE,Sweden,0,1210876.0,3.27,,414.0,54441.0,147.031,,1.118,,464.73,2662047.0,7.189,,,,
SE32,2010,Mellersta Norrland,2,SE,Sweden,0,1184389.0,3.204,,414.0,53934.0,145.883,,1.12,,461.66,2484450.0,6.72,,,,
SE32,2011,Mellersta Norrland,2,SE,Sweden,0,1190619.0,3.224,,404.0,53483.0,144.816,,1.094,,564.13,2469280.0,6.686,,,,
SE32,2012,Mellersta Norrland,2,SE,Sweden,0,1244195.0,3.377,,413.0,53870.0,146.205,,1.121,,670.95,2570689.0,6.977,,,,
SE32,2013,Mellersta Norrland,2,SE,Sweden,0,1264583.0,3.435,16.485,427.0,54246.0,147.335,0.707,1.16,0.006,511.47,2583956.0,7.018,33.685,,,
SE32,2014,Mellersta Norrland,2,SE,Sweden,0,1290033.0,3.5,16.817,419.0,53926.0,146.293,0.703,1.137,0.005,512.06,2719125.0,7.377,35.447,,,
SE32,2015,Mellersta Norrland,2,SE,Sweden,0,1409651.0,3.812,18.377,406.0,53310.0,144.149,0.695,1.098,0.005,415.67,2951086.0,7.98,38.471,,,
SE32,2016,Mellersta Norrland,2,SE,Sweden,0,1446716.0,3.897,18.86,402.0,53343.0,143.676,0.695,1.083,0.005,439.86,2961105.0,7.976,38.602,,,
SE32,2017,Mellersta Norrland,2,SE,Sweden,0,1461001.0,3.904,19.046,404.0,53954.0,144.168,0.703,1.08,0.005,602.8,2982497.0,7.969,38.881,,,
SE32,2018,Mellersta Norrland,2,SE,Sweden,0,1504151.0,4.003,19.609,405.0,57060.0,151.847,0.744,1.078,0.005,590.64,3216031.0,8.558,41.925,127053.0,0.338,1.656
SE32,2019,Mellersta Norrland,2,SE,Sweden,0,1597894.0,4.253,20.831,423.0,57582.0,153.252,0.751,1.126,0.006,627.63,3401041.0,9.052,44.337,192432.0,0.512,2.509
SE32,2020,Mellersta Norrland,2,SE,Sweden,0,1132770.0,3.011,14.767,,,,,,,652.28,2589773.0,6.885,33.761,220224.0,0.585,2.871
SE32,2021,Mellersta Norrland,2,SE,Sweden,0,1407739.0,3.747,18.352,414.0,56399.0,150.114,0.735,1.102,0.005,568.77,3147438.0,8.377,41.031,311559.0,0.829,4.062
SE32,2022,Mellersta Norrland,2,SE,Sweden,0,1601247.0,4.256,20.874,411.0,54870.0,145.835,0.715,1.092,0.005,622.51,3353904.0,8.914,43.722,361757.0,0.961,4.716
SE32,2023,Mellersta Norrland,2,SE,Sweden,0,1530750.0,4.072,19.955,412.0,54862.0,145.935,0.715,1.096,0.005,,3201806.0,8.517,41.74,431195.0,1.147,5.621
SE32,2024,Mellersta Norrland,2,SE,Sweden,0,1550756.0,4.138,20.216,408.0,54585.0,145.669,0.712,1.089,0.005,,3093100.0,8.254,40.323,556890.0,1.486,7.26
SE33,2008,Övre Norrland,2,SE,Sweden,0,1565711.0,3.081,,414.0,72413.0,142.491,,0.815,,1030.24,3422071.0,6.734,,,,
SE33,2009,Övre Norrland,2,SE,Sweden,0,1530667.0,3.016,,425.0,75098.0,147.98,,0.837,,795.17,3430897.0,6.761,,,,
SE33,2010,Övre Norrland,2,SE,Sweden,0,1575414.0,3.104,,422.0,75118.0,147.996,,0.831,,864.4,3415730.0,6.73,,,,
SE33,2011,Övre Norrland,2,SE,Sweden,0,1590712.0,3.132,,417.0,75005.0,147.678,,0.821,,959.49,3573706.0,7.036,,,,
SE33,2012,Övre Norrland,2,SE,Sweden,0,1595145.0,3.139,,410.0,74380.0,146.356,,0.807,,948.29,3627130.0,7.137,,,,
SE33,2013,Övre Norrland,2,SE,Sweden,0,1621589.0,3.187,9.883,422.0,78893.0,155.041,0.481,0.829,0.003,762.99,3671211.0,7.215,22.374,,,
SE33,2014,Övre Norrland,2,SE,Sweden,0,1708265.0,3.346,10.411,428.0,79410.0,155.539,0.484,0.838,0.003,803.87,3730806.0,7.307,22.737,,,
SE33,2015,Övre Norrland,2,SE,Sweden,0,1794577.0,3.503,10.937,419.0,78475.0,153.167,0.478,0.818,0.003,733.31,3881761.0,7.576,23.657,,,
SE33,2016,Övre Norrland,2,SE,Sweden,0,1885394.0,3.674,11.49,429.0,78990.0,153.943,0.481,0.836,0.003,813.19,4010285.0,7.816,24.441,,,
SE33,2017,Övre Norrland,2,SE,Sweden,0,2009483.0,3.891,12.247,440.0,78418.0,151.84,0.478,0.852,0.003,818.78,4201714.0,8.136,25.607,,,
SE33,2018,Övre Norrland,2,SE,Sweden,0,2037065.0,3.919,12.415,446.0,78401.0,150.841,0.478,0.858,0.003,868.27,4308385.0,8.289,26.257,76923.0,0.148,0.469
SE33,2019,Övre Norrland,2,SE,Sweden,0,2111793.0,4.056,12.87,447.0,78156.0,150.112,0.476,0.859,0.003,947.39,4491445.0,8.627,27.373,103068.0,0.198,0.628
SE33,2020,Övre Norrland,2,SE,Sweden,0,1235154.0,2.367,7.528,,,,,,,557.19,2942957.0,5.64,17.936,95491.0,0.183,0.582
SE33,2021,Övre Norrland,2,SE,Sweden,0,1479094.0,2.829,9.014,455.0,79998.0,153.017,0.488,0.87,0.003,1070.52,3657755.0,6.996,22.292,130235.0,0.249,0.794
SE33,2022,Övre Norrland,2,SE,Sweden,0,2053249.0,3.917,12.513,447.0,80664.0,153.864,0.492,0.853,0.003,1364.12,4660617.0,8.89,28.404,180746.0,0.345,1.102
SE33,2023,Övre Norrland,2,SE,Sweden,0,2157607.0,4.106,13.149,449.0,81828.0,155.723,0.499,0.854,0.003,,4661286.0,8.871,28.408,245843.0,0.468,1.498
SE33,2024,Övre Norrland,2,SE,Sweden,0,2283042.0,4.33,13.914,453.0,81735.0,155.033,0.498,0.859,0.003,,4764327.0,9.037,29.036,328705.0,0.623,2.003
SI03,2008,Vzhodna Slovenija,2,SI,Slovenia,0,1108320.0,1.017,,467.0,33332.0,30.587,,0.429,,1307.38,3855823.0,3.538,,,,
SI03,2009,Vzhodna Slovenija,2,SI,Slovenia,0,1087263.0,0.992,,471.0,33538.0,30.605,,0.43,,691.87,3801693.0,3.469,,,,
SI03,2010,Vzhodna Slovenija,2,SI,Slovenia,0,1086047.0,0.988,,464.0,34979.0,31.809,,0.422,,510.12,3765892.0,3.425,,,,
SI03,2011,Vzhodna Slovenija,2,SI,Slovenia,0,1155596.0,1.052,,463.0,35975.0,32.749,,0.421,,475.54,3917611.0,3.566,,,,
SI03,2012,Vzhodna Slovenija,2,SI,Slovenia,0,1207526.0,1.099,,883.0,39177.0,35.642,,0.803,,361.96,4074219.0,3.707,,,,
SI03,2013,Vzhodna Slovenija,2,SI,Slovenia,0,1201235.0,1.095,96.617,885.0,38959.0,35.508,3.134,0.807,0.071,342.75,3956817.0,3.606,318.251,,,
SI03,2014,Vzhodna Slovenija,2,SI,Slovenia,0,1227483.0,1.121,98.728,914.0,39776.0,36.335,3.199,0.835,0.074,372.82,3922593.0,3.583,315.499,,,
SI03,2015,Vzhodna Slovenija,2,SI,Slovenia,0,1317360.0,1.205,105.957,932.0,40381.0,36.927,3.248,0.852,0.075,409.21,4052081.0,3.705,325.913,,,
SI03,2016,Vzhodna Slovenija,2,SI,Slovenia,0,1417630.0,1.298,114.022,950.0,41342.0,37.852,3.325,0.87,0.076,522.06,4282315.0,3.921,344.431,,,
SI03,2017,Vzhodna Slovenija,2,SI,Slovenia,0,1585042.0,1.453,127.487,1030.0,42499.0,38.948,3.418,0.944,0.083,601.27,4609765.0,4.225,370.769,,,
SI03,2018,Vzhodna Slovenija,2,SI,Slovenia,0,,,,,,,,,,623.35,,,,251434.0,0.231,20.223
SI03,2019,Vzhodna Slovenija,2,SI,Slovenia,0,1857304.0,1.697,149.385,2314.0,59842.0,54.678,4.813,2.114,0.186,621.34,5254084.0,4.801,422.592,288511.0,0.264,23.205
SI03,2020,Vzhodna Slovenija,2,SI,Slovenia,0,1085090.0,0.986,87.275,,,,,,,524.39,3440889.0,3.128,276.755,113692.0,0.103,9.144
SI03,2021,Vzhodna Slovenija,2,SI,Slovenia,0,1350801.0,1.222,108.646,2237.0,55967.0,50.647,4.501,2.024,0.18,640.96,4025384.0,3.643,323.766,137873.0,0.125,11.089
SI03,2022,Vzhodna Slovenija,2,SI,Slovenia,0,1811843.0,1.641,145.729,2462.0,60820.0,55.101,4.892,2.231,0.198,787.98,5119828.0,4.638,411.793,359584.0,0.326,28.922
SI03,2023,Vzhodna Slovenija,2,SI,Slovenia,0,1823407.0,1.646,146.659,2679.0,61004.0,55.063,4.907,2.418,0.215,,5120157.0,4.622,411.82,489494.0,0.442,39.371
SI03,2024,Vzhodna Slovenija,2,SI,Slovenia,0,1924296.0,1.731,154.773,2850.0,61039.0,54.907,4.909,2.564,0.229,,5303999.0,4.771,426.607,574952.0,0.517,46.244
SI04,2008,Zahodna Slovenija,2,SI,Slovenia,0,1833628.0,1.992,,521.0,51974.0,56.462,,0.566,,1360.97,5014325.0,5.447,,,,
SI04,2009,Zahodna Slovenija,2,SI,Slovenia,0,1747906.0,1.866,,529.0,52009.0,55.534,,0.565,,940.49,4754429.0,5.077,,,,
SI04,2010,Zahodna Slovenija,2,SI,Slovenia,0,1764973.0,1.863,,531.0,56750.0,59.907,,0.561,,706.32,4658849.0,4.918,,,,
SI04,2011,Zahodna Slovenija,2,SI,Slovenia,0,1889543.0,1.985,,534.0,56973.0,59.866,,0.561,,716.72,4942717.0,5.194,,,,
SI04,2012,Zahodna Slovenija,2,SI,Slovenia,0,2048356.0,2.142,,1717.0,66323.0,69.354,,1.795,,508.44,5331790.0,5.575,,,,
SI04,2013,Zahodna Slovenija,2,SI,Slovenia,0,2139085.0,2.224,272.842,1893.0,66600.0,69.258,8.495,1.969,0.241,499.56,5514754.0,5.735,703.413,,,
SI04,2014,Zahodna Slovenija,2,SI,Slovenia,0,2247369.0,2.326,286.654,1986.0,66781.0,69.105,8.518,2.055,0.253,546.73,5547859.0,5.741,707.635,,,
SI04,2015,Zahodna Slovenija,2,SI,Slovenia,0,2560863.0,2.642,326.641,2072.0,69215.0,71.405,8.828,2.138,0.264,640.78,6172126.0,6.367,787.261,,,
SI04,2016,Zahodna Slovenija,2,SI,Slovenia,0,2846181.0,2.928,363.033,2310.0,71815.0,73.884,9.16,2.377,0.295,728.14,6775416.0,6.971,864.211,,,
SI04,2017,Zahodna Slovenija,2,SI,Slovenia,0,3306944.0,3.393,421.804,2669.0,74638.0,76.573,9.52,2.738,0.34,770.1,7850319.0,8.054,1001.316,,,
SI04,2018,Zahodna Slovenija,2,SI,Slovenia,0,,,,,,,,,,878.08,,,,1937909.0,1.983,247.182
SI04,2019,Zahodna Slovenija,2,SI,Slovenia,0,4364537.0,4.424,556.701,7253.0,126748.0,128.486,16.167,7.352,0.925,772.04,10504607.0,10.649,1339.873,2295292.0,2.327,292.767
SI04,2020,Zahodna Slovenija,2,SI,Slovenia,0,1973529.0,1.982,251.726,,,,,,,898.97,5747414.0,5.771,733.089,763419.0,0.767,97.375
SI04,2021,Zahodna Slovenija,2,SI,Slovenia,0,2646253.0,2.636,337.532,6703.0,124920.0,124.431,15.934,6.677,0.855,923.9,7206396.0,7.178,919.183,1066498.0,1.062,136.033
SI04,2022,Zahodna Slovenija,2,SI,Slovenia,0,4048271.0,4.035,516.361,7490.0,128711.0,128.276,16.417,7.465,0.955,1172.65,10438837.0,10.404,1331.484,2381379.0,2.373,303.747
SI04,2023,Zahodna Slovenija,2,SI,Slovenia,0,4362372.0,4.323,556.425,8181.0,127670.0,126.52,16.284,8.107,1.043,,10982645.0,10.884,1400.848,2993066.0,2.966,381.769
SI04,2024,Zahodna Slovenija,2,SI,Slovenia,0,4650863.0,4.595,593.222,8762.0,130950.0,129.364,16.703,8.656,1.118,,11531404.0,11.392,1470.842,3396788.0,3.356,433.264
SK01,2008,Bratislavský kraj,2,SK,Slovakia,0,912122.0,1.539,,186.0,19892.0,33.555,,0.314,,752.15,1853790.0,3.127,,,,
SK01,2009,Bratislavský kraj,2,SK,Slovakia,0,763528.0,1.283,,188.0,21491.0,36.121,,0.316,,608.29,1571725.0,2.642,,,,
SK01,2010,Bratislavský kraj,2,SK,Slovakia,0,766839.0,1.282,,187.0,22239.0,37.189,,0.313,,780.57,1566174.0,2.619,,,,
SK01,2011,Bratislavský kraj,2,SK,Slovakia,0,878413.0,1.464,,193.0,,,,0.322,,1069.48,1738851.0,2.898,,,,
SK01,2012,Bratislavský kraj,2,SK,Slovakia,0,937373.0,1.545,,225.0,27700.0,45.669,,0.371,,1281.93,1955498.0,3.224,,,,
SK01,2013,Bratislavský kraj,2,SK,Slovakia,0,1071884.0,1.749,522.106,220.0,28013.0,45.722,13.645,0.359,0.107,1871.75,2179842.0,3.558,1061.784,,,
SK01,2014,Bratislavský kraj,2,SK,Slovakia,0,952763.0,1.541,464.083,211.0,26831.0,43.389,13.069,0.341,0.103,1213.05,2019604.0,3.266,983.733,,,
SK01,2015,Bratislavský kraj,2,SK,Slovakia,0,1192362.0,1.907,580.79,,28006.0,44.798,13.642,,,1301.73,2548407.0,4.076,1241.309,,,
SK01,2016,Bratislavský kraj,2,SK,Slovakia,0,1382449.0,2.183,673.38,,27720.0,43.772,13.502,,,1090.76,2990347.0,4.722,1456.574,,,
SK01,2017,Bratislavský kraj,2,SK,Slovakia,0,1444722.0,2.251,703.713,220.0,28302.0,44.092,13.786,0.343,0.107,872.56,3095451.0,4.822,1507.77,,,
SK01,2018,Bratislavský kraj,2,SK,Slovakia,0,1453468.0,2.233,707.973,247.0,28516.0,43.814,13.89,0.38,0.12,1209.91,3067941.0,4.714,1494.37,483373.0,0.743,235.447
SK01,2019,Bratislavský kraj,2,SK,Slovakia,0,1568933.0,2.379,764.215,310.0,31073.0,47.109,15.135,0.47,0.151,1207.73,3240407.0,4.913,1578.377,746060.0,1.131,363.4
SK01,2020,Bratislavský kraj,2,SK,Slovakia,0,493638.0,0.737,240.447,305.0,31381.0,46.866,15.285,0.456,0.149,910.66,1121355.0,1.675,546.203,258782.0,0.386,126.051
SK01,2021,Bratislavský kraj,2,SK,Slovakia,0,472320.0,0.698,230.063,328.0,32442.0,47.919,15.802,0.484,0.16,1037.14,993146.0,1.467,483.754,216750.0,0.32,105.577
SK01,2022,Bratislavský kraj,2,SK,Slovakia,0,1079334.0,1.491,525.735,314.0,32037.0,44.267,15.605,0.434,0.153,1091.09,2008967.0,2.776,978.552,475090.0,0.656,231.413
SK01,2023,Bratislavský kraj,2,SK,Slovakia,0,1328058.0,1.823,646.887,324.0,32510.0,44.634,15.835,0.445,0.158,,2548871.0,3.499,1241.535,736882.0,1.012,358.929
SK01,2024,Bratislavský kraj,2,SK,Slovakia,0,1385585.0,1.891,674.907,337.0,36549.0,49.879,17.803,0.46,0.164,,2607211.0,3.558,1269.952,993498.0,1.356,483.925
SK02,2008,Západné Slovensko,2,SK,Slovakia,0,843138.0,0.457,,674.0,40692.0,22.04,,0.365,,967.76,3136192.0,1.699,,,,
SK02,2009,Západné Slovensko,2,SK,Slovakia,0,722475.0,0.391,,687.0,41149.0,22.296,,0.372,,611.87,2639520.0,1.43,,,,
SK02,2010,Západné Slovensko,2,SK,Slovakia,0,704590.0,0.382,,659.0,40762.0,22.12,,0.358,,655.71,2637329.0,1.431,,,,
SK02,2011,Západné Slovensko,2,SK,Slovakia,0,692946.0,0.377,,648.0,,,,0.352,,413.36,2523691.0,1.372,,,,
SK02,2012,Západné Slovensko,2,SK,Slovakia,0,719242.0,0.391,,751.0,47291.0,25.712,,0.408,,435.88,2593816.0,1.41,,,,
SK02,2013,Západné Slovensko,2,SK,Slovakia,0,732155.0,0.398,48.836,726.0,46457.0,25.274,3.099,0.395,0.048,460.74,2632772.0,1.432,175.612,,,
SK02,2014,Západné Slovensko,2,SK,Slovakia,0,741664.0,0.404,49.471,698.0,44296.0,24.118,2.955,0.38,0.047,742.84,2727992.0,1.485,181.963,,,
SK02,2015,Západné Slovensko,2,SK,Slovakia,0,821218.0,0.448,54.777,757.0,46459.0,25.321,3.099,0.413,0.05,806.96,2954875.0,1.61,197.097,,,
SK02,2016,Západné Slovensko,2,SK,Slovakia,0,925022.0,0.505,61.701,735.0,45645.0,24.913,3.045,0.401,0.049,842.36,3256596.0,1.777,217.222,,,
SK02,2017,Západné Slovensko,2,SK,Slovakia,0,1045610.0,0.571,69.745,774.0,49252.0,26.903,3.285,0.423,0.052,992.48,3643250.0,1.99,243.013,,,
SK02,2018,Západné Slovensko,2,SK,Slovakia,0,1051505.0,0.575,70.138,861.0,50208.0,27.46,3.349,0.471,0.057,767.6,3713700.0,2.031,247.712,128157.0,0.07,8.548
SK02,2019,Západné Slovensko,2,SK,Slovakia,0,1195869.0,0.655,79.767,892.0,51883.0,28.411,3.461,0.488,0.059,758.09,4129962.0,2.262,275.478,172403.0,0.094,11.5
SK02,2020,Západné Slovensko,2,SK,Slovakia,0,578935.0,0.317,38.616,862.0,49466.0,27.123,3.299,0.473,0.057,725.47,2145050.0,1.176,143.08,114934.0,0.063,7.666
SK02,2021,Západné Slovensko,2,SK,Slovakia,0,526810.0,0.29,35.139,879.0,47651.0,26.191,3.178,0.483,0.059,760.68,2029192.0,1.115,135.352,122423.0,0.067,8.166
SK02,2022,Západné Slovensko,2,SK,Slovakia,0,842579.0,0.465,56.202,885.0,47578.0,26.249,3.174,0.488,0.059,807.23,2872027.0,1.585,191.571,228923.0,0.126,15.27
SK02,2023,Západné Slovensko,2,SK,Slovakia,0,992122.0,0.549,66.177,896.0,50284.0,27.828,3.354,0.496,0.06,,3251794.0,1.8,216.902,294896.0,0.163,19.67
SK02,2024,Západné Slovensko,2,SK,Slovakia,0,1023803.0,0.568,68.29,890.0,50718.0,28.137,3.383,0.494,0.059,,3303613.0,1.833,220.358,367144.0,0.204,24.489
SK03,2008,Stredné Slovensko,2,SK,Slovakia,0,1196380.0,0.886,,1131.0,51320.0,38.007,,0.838,,535.12,4056676.0,3.004,,,,
SK03,2009,Stredné Slovensko,2,SK,Slovakia,0,990854.0,0.734,,1060.0,51054.0,37.82,,0.785,,410.32,3413655.0,2.529,,,,
SK03,2010,Stredné Slovensko,2,SK,Slovakia,0,1003855.0,0.743,,1006.0,49238.0,36.465,,0.745,,434.0,3435188.0,2.544,,,,
SK03,2011,Stredné Slovensko,2,SK,Slovakia,0,1069185.0,0.792,,976.0,48291.0,35.79,,0.723,,242.44,3539647.0,2.623,,,,
SK03,2012,Stredné Slovensko,2,SK,Slovakia,0,1139054.0,0.844,,1115.0,60179.0,44.586,,0.826,,262.59,3551934.0,2.632,,,,
SK03,2013,Stredné Slovensko,2,SK,Slovakia,0,1199617.0,0.89,73.764,1064.0,58223.0,43.173,3.58,0.789,0.065,208.9,3672178.0,2.723,225.8,,,
SK03,2014,Stredné Slovensko,2,SK,Slovakia,0,1104755.0,0.82,67.931,1020.0,55748.0,41.38,3.428,0.757,0.063,632.67,3392599.0,2.518,208.608,,,
SK03,2015,Stredné Slovensko,2,SK,Slovakia,0,1270507.0,0.944,78.123,1120.0,58078.0,43.155,3.571,0.832,0.069,794.31,3761585.0,2.795,231.297,,,
SK03,2016,Stredné Slovensko,2,SK,Slovakia,0,1459084.0,1.086,89.718,1050.0,57535.0,42.826,3.538,0.782,0.065,581.94,4273772.0,3.181,262.791,,,
SK03,2017,Stredné Slovensko,2,SK,Slovakia,0,1562500.0,1.164,96.077,1048.0,56813.0,42.326,3.493,0.781,0.064,606.41,4446391.0,3.313,273.405,,,
SK03,2018,Stredné Slovensko,2,SK,Slovakia,0,1696511.0,1.265,104.317,1179.0,60811.0,45.354,3.739,0.879,0.072,658.49,4766542.0,3.555,293.091,643849.0,0.48,39.59
SK03,2019,Stredné Slovensko,2,SK,Slovakia,0,1985717.0,1.483,122.1,1301.0,66685.0,49.793,4.1,0.971,0.08,646.57,5549255.0,4.144,341.22,758795.0,0.567,46.658
SK03,2020,Stredné Slovensko,2,SK,Slovakia,0,1178274.0,0.881,72.451,1265.0,66083.0,49.434,4.063,0.946,0.078,450.63,3582099.0,2.68,220.261,631106.0,0.472,38.806
SK03,2021,Stredné Slovensko,2,SK,Slovakia,0,940519.0,0.705,57.832,1311.0,66189.0,49.608,4.07,0.983,0.081,492.06,2826546.0,2.118,173.802,410255.0,0.307,25.226
SK03,2022,Stredné Slovensko,2,SK,Slovakia,0,1573426.0,1.201,96.749,1328.0,65814.0,50.22,4.047,1.013,0.082,842.81,4236224.0,3.232,260.482,888699.0,0.678,54.645
SK03,2023,Stredné Slovensko,2,SK,Slovakia,0,1843848.0,1.412,113.377,1392.0,66757.0,51.12,4.105,1.066,0.086,,4880119.0,3.737,300.075,1195398.0,0.915,73.504
SK03,2024,Stredné Slovensko,2,SK,Slovakia,0,1875825.0,1.441,115.343,1442.0,66851.0,51.363,4.111,1.108,0.089,,4965366.0,3.815,305.317,1374473.0,1.056,84.515
SK04,2008,Východné Slovensko,2,SK,Slovakia,0,1075396.0,0.678,,776.0,53739.0,33.869,,0.489,,633.89,3212457.0,2.025,,,,
SK04,2009,Východné Slovensko,2,SK,Slovakia,0,864331.0,0.543,,748.0,52289.0,32.845,,0.47,,427.19,2627757.0,1.651,,,,
SK04,2010,Východné Slovensko,2,SK,Slovakia,0,879844.0,0.55,,739.0,51692.0,32.32,,0.462,,441.96,2601788.0,1.627,,,,
SK04,2011,Východné Slovensko,2,SK,Slovakia,0,896132.0,0.559,,722.0,51429.0,32.054,,0.45,,255.95,2613448.0,1.629,,,,
SK04,2012,Východné Slovensko,2,SK,Slovakia,0,934693.0,0.581,,816.0,58199.0,36.175,,0.507,,271.02,2669080.0,1.659,,,,
SK04,2013,Východné Slovensko,2,SK,Slovakia,0,999444.0,0.62,63.546,793.0,57613.0,35.753,3.663,0.492,0.05,174.37,2860849.0,1.775,181.895,,,
SK04,2014,Východné Slovensko,2,SK,Slovakia,0,890454.0,0.552,56.616,758.0,56529.0,35.031,3.594,0.47,0.048,576.23,2640820.0,1.637,167.906,,,
SK04,2015,Východné Slovensko,2,SK,Slovakia,0,989948.0,0.613,62.942,802.0,57091.0,35.339,3.63,0.496,0.051,888.02,2911408.0,1.802,185.11,,,
SK04,2016,Východné Slovensko,2,SK,Slovakia,0,1177755.0,0.728,74.883,746.0,53003.0,32.772,3.37,0.461,0.047,688.62,3374067.0,2.086,214.526,,,
SK04,2017,Východné Slovensko,2,SK,Slovakia,0,1234941.0,0.762,78.519,730.0,51404.0,31.723,3.268,0.451,0.046,575.28,3482845.0,2.149,221.442,,,
SK04,2018,Východné Slovensko,2,SK,Slovakia,0,1285723.0,0.792,81.753,800.0,51238.0,31.569,3.258,0.493,0.051,630.93,3639957.0,2.243,231.446,415921.0,0.256,26.446
SK04,2019,Východné Slovensko,2,SK,Slovakia,0,1517282.0,0.933,96.476,917.0,56463.0,34.737,3.59,0.564,0.058,598.15,4305709.0,2.649,273.778,561019.0,0.345,35.672
SK04,2020,Východné Slovensko,2,SK,Slovakia,0,844965.0,0.519,53.727,899.0,51447.0,31.607,3.271,0.552,0.057,550.95,2589282.0,1.591,164.639,430018.0,0.264,27.343
SK04,2021,Východné Slovensko,2,SK,Slovakia,0,700170.0,0.43,44.52,942.0,53047.0,32.562,3.373,0.578,0.06,602.43,2067063.0,1.269,131.434,324678.0,0.199,20.645
